"file","cell","macrophage_score","vsmc_score","efferocytosis_score","contractile_vsmc_score","noncontractile_vsmc_score","major_cell_type","group"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_K03",1.09537082859365,-0.619959170664058,0.34545629475332,-0.531828961493766,-0.380270106823573,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_K07",0.316747492000257,-0.41694415150499,-0.232366902140206,-0.373928391036713,-0.100319050411787,"mast","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_K08",-0.203389150858004,-0.64173979684148,0.0285124894031388,-0.548769448520649,-0.193732243162048,"endothelial","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_K09",-1.43119325764151,-0.288135277367195,-0.348091760759156,-0.273743711151761,0.129162623135316,"endothelial","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_K10",-1.32644373563749,0.542398374025933,0.0152654458711755,0.37222690659845,1.03004009403404,"fibroblast","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_K12",-0.570235558092264,-0.694620583436367,0.0408560407925196,-0.589898949205562,-0.221363255746254,"mast","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_K13",0.0589206401717516,-0.609134832968654,0.0804388210364377,-0.523410032175118,0.40316998508785,"unassigned","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_K14",1.27006410390564,-0.284971289626613,-0.274086610751129,-0.271282831797975,-0.59960245398013,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_K18",-0.882406989632078,-0.699443670916474,-0.575035905991304,-0.593650239467867,-0.278599591720608,"t_nk","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_K19",-1.77050608547027,-0.298397111800616,-0.494461492710422,-0.281725137933311,-0.0546845769897698,"endothelial","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_K23",1.18881174643093,-0.486252751616557,0.494156855784552,-0.427835080012376,-0.502761496290707,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_K24",-0.623411910456228,-0.702699596270329,-0.499488354091961,-0.596182625854199,-0.15670595713172,"mast","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_L01",-1.222593520389,0.376813762104808,-0.363136845172486,0.256674774177383,0.516477691144485,"fibroblast","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_L03",0.590749462388874,-0.386539212420393,-0.227599845252702,-0.350280105082026,0.0112196574483643,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_L04",0.292191335251306,-0.145931436950754,-0.0170390126628451,-0.14356955462268,-0.23924936602742,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_L06",-1.41781117720161,2.17595815512765,0.229004570101473,2.11050216755852,0.954818186454348,"fibroblast","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_L08",-0.373849540848574,-0.149532149094395,-0.0701379139370266,-0.155315492222118,0.0554571648850517,"unassigned","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_L09",-1.1231740925087,1.30620735614154,-0.0221717611320308,0.96630055935503,0.905573414865133,"fibroblast","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_L10",0.531641261100792,-0.301909814328213,0.233508618817689,-0.273708787917381,0.0296560025311654,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_L13",0.834159308157734,-0.353885204459687,0.127456576161307,-0.302141731218861,-0.202267558163216,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_L14",0.288613990622756,-0.315523389409819,0.00578337132583186,-0.272194612325617,-0.0545503905558241,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_L15",0.750630809775203,-0.465168215124092,0.300307871520477,-0.411435996073792,-0.197580976007021,"macrophage","symptomatic"
