"file","cell","group","major_cell_type","inflammatory_vsmc_associated_score","n_genes_used"
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D06","asymptomatic","fibroblast",-0.408590665144629,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D07","asymptomatic","fibroblast",0.178151618484698,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D08","asymptomatic","fibroblast",0.460238219239427,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D09","asymptomatic","vsmc",-0.435917120406859,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D10","asymptomatic","fibroblast",-0.0283681214243636,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D11","asymptomatic","fibroblast",-0.391964247315754,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D12","asymptomatic","vsmc",0.515712395266349,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D14","asymptomatic","fibroblast",0.0897047891131986,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D15","asymptomatic","fibroblast",-0.363323210482974,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D16","asymptomatic","vsmc",0.188863997101234,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D17","asymptomatic","fibroblast",0.0450056730937167,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D18","asymptomatic","fibroblast",0.0705298764371015,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D21","asymptomatic","fibroblast",0.27800310346891,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D22","asymptomatic","vsmc",-0.330247705748132,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D23","asymptomatic","unassigned",-0.0339615125088585,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D24","asymptomatic","fibroblast",0.00727925636253507,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E01","asymptomatic","fibroblast",-0.199768198454403,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E02","asymptomatic","fibroblast",-0.369315794582248,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E03","asymptomatic","fibroblast",-0.338339976861318,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E04","asymptomatic","vsmc",-0.0302988187789904,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E05","asymptomatic","vsmc",-0.178794552705591,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E06","asymptomatic","unassigned",-0.115477664773489,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E07","asymptomatic","fibroblast",0.0358314493457457,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E08","asymptomatic","fibroblast",0.0167711330790813,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E09","asymptomatic","fibroblast",-0.0194390353821243,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E10","asymptomatic","macrophage",0.0237213162602542,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E11","asymptomatic","fibroblast",0.362693129074707,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E12","asymptomatic","fibroblast",0.297642507612949,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E13","asymptomatic","fibroblast",0.276049041749539,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E14","asymptomatic","fibroblast",0.122621150137375,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E15","asymptomatic","vsmc",-0.0780266983071514,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E16","asymptomatic","fibroblast",-0.20717268509689,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E17","asymptomatic","fibroblast",0.0477819584842976,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E18","asymptomatic","fibroblast",-0.207883132632483,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E19","asymptomatic","vsmc",-0.0456552697211723,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E20","asymptomatic","fibroblast",-0.0906593634381826,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E21","asymptomatic","fibroblast",-0.305711869780426,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E22","asymptomatic","vsmc",-0.0223474621455066,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E23","asymptomatic","fibroblast",-0.13970937674212,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_E24","asymptomatic","fibroblast",-0.144023267411588,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_F01","asymptomatic","fibroblast",-0.344267553904633,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_F02","asymptomatic","fibroblast",-0.0819711767072946,12
