"sc_cluster","gene","mean_in","mean_out","logFC","pct_in","pct_out"
"C8","IGFBP4",3.26305412072163,1.2395206026562,2.02353351806543,0.984251968503937,0.726869284561592
"C8","SMOC2",3.12009639902971,1.11642843860481,2.00366796042489,0.984251968503937,0.598305540613233
"C8","SPARCL1",4.03261422227774,2.04689502085477,1.98571920142296,1,0.814550833781603
"C8","ACTA2",4.27488928828271,2.29229593308814,1.98259335519457,1,0.89712210866057
"C8","COL18A1",2.84389229458464,0.949658531142541,1.8942337634421,0.980314960629921,0.632867132867133
"C8","IFITM1",3.34838341564646,1.46378731830861,1.88459609733785,1,0.818585260892953
"C8","MCAM",2.65779365475045,0.78403797350153,1.87375568124892,0.956692913385827,0.629774072081764
"C8","EHD2",3.05702417548569,1.18361732090683,1.87340685457886,0.97244094488189,0.716110812264658
"C8","COL6A3",2.95318301812396,1.08207039775274,1.87111262037122,0.976377952755906,0.709655728886498
"C8","BGN",4.62391658715353,2.76139305927247,1.86252352788106,1,0.886767079074771
"C8","CALD1",4.06628091842014,2.2081328757817,1.85814804263844,1,0.840640129101668
"C8","IGFBP7",4.89884177679332,3.08028167520927,1.81856010158405,1,0.947955890263583
"C8","TIMP3",2.93142478980068,1.12870665098904,1.80271813881165,0.976377952755906,0.692845615922539
"C8","SEPTIN4",2.35834552067582,0.565991843845147,1.79235367683067,0.921259842519685,0.481038192576654
"C9","CCL3",4.36211525181188,1.241527998089,3.12058725372288,1,0.608629088378566
"C9","ENSG00000277089",4.07661276471806,1.12708495479522,2.94952780992283,0.998019801980198,0.607237299930411
"C9","CCL4",3.8828405073602,1.03363502602217,2.84920548133803,0.994059405940594,0.569659011830202
"C9","CXCL8",3.36310573694769,0.588156817532109,2.77494891941558,0.984158415841584,0.469589422407794
"C9","SPP1",4.39280233286299,1.67859388962851,2.71420844323447,0.982178217821782,0.662073764787752
"C9","CXCL2",3.39474884956497,0.748413967424962,2.64633488214001,0.982178217821782,0.571050800278358
"C9","TNFAIP3",3.50483964047244,0.86504420993691,2.63979543053553,0.992079207920792,0.630201809324983
"C9","CCL3L1",3.3275493421849,0.717356605571629,2.61019273661327,0.992079207920792,0.530132219902575
"C9","IER3",3.77701164398603,1.17036172364194,2.60664992034408,0.998019801980198,0.755045233124565
"C9","CXCL3",3.10768947359356,0.535788846646996,2.57190062694656,0.972277227722772,0.451774530271399
"C9","IL1B",3.09602873195231,0.538821378217818,2.55720735373449,0.966336633663366,0.450939457202505
"C9","CD83",3.25436187758461,0.743969947254728,2.51039193032988,0.994059405940594,0.482672233820459
"C9","NFKBIA",4.8403911375666,2.53172190065695,2.30866923690965,1,0.969102296450939
"C9","IER3-AS1",3.01185142210002,0.801450365701259,2.21040105639876,0.992079207920792,0.654140570633264
"C9","PLAUR",3.27144774052072,1.08243400212806,2.18901373839265,1,0.688796102992345
