"file","cell","group","major_cell_type","subcluster","vsmc_score","contractile_vsmc_score","noncontractile_vsmc_score"
"GSM8121906_athero_human_13.txt.gz","Plate_599s_I10","asymptomatic","vsmc","vsmc_S1",0.940707635326677,0.796840233481301,-0.267131688792189
"GSM8121906_athero_human_13.txt.gz","Plate_599s_I12","asymptomatic","vsmc","vsmc_S1",0.814486226041518,0.724628996135448,-0.16067062827094
"GSM8121906_athero_human_13.txt.gz","Plate_599s_I15","asymptomatic","vsmc","vsmc_S1",0.959675952681081,0.784245925592777,-0.179651316020452
"GSM8121906_athero_human_13.txt.gz","Plate_599s_I16","asymptomatic","vsmc","vsmc_S1",0.87775051815529,0.799536073767503,-0.413866594550072
"GSM8121906_athero_human_13.txt.gz","Plate_599s_I24","asymptomatic","vsmc","vsmc_S1",0.690803005374251,0.625377456397414,-0.191054721649475
"GSM8121906_athero_human_13.txt.gz","Plate_599s_J02","asymptomatic","vsmc","vsmc_S1",0.664083569782389,0.662708376534967,-0.209636680556018
"GSM8121906_athero_human_13.txt.gz","Plate_599s_J03","asymptomatic","vsmc","vsmc_S1",0.459935812207949,0.424854902455091,-0.262759251667152
"GSM8121906_athero_human_13.txt.gz","Plate_599s_J07","asymptomatic","vsmc","vsmc_S1",1.00724458821116,0.860668844049176,-0.0681904610318907
"GSM8121906_athero_human_13.txt.gz","Plate_599s_J13","asymptomatic","vsmc","vsmc_S1",0.937293347583549,0.931401017639676,-0.456111652193089
"GSM8121906_athero_human_13.txt.gz","Plate_599s_J21","asymptomatic","vsmc","vsmc_S3",1.38680137527257,2.24365560601211,-0.22555637827007
"GSM8121906_athero_human_13.txt.gz","Plate_599s_J22","asymptomatic","vsmc","vsmc_S1",0.784136114931224,0.70142878536705,-0.1661831495958
"GSM8121906_athero_human_13.txt.gz","Plate_599s_J24","asymptomatic","vsmc","vsmc_S1",1.05446388328611,0.932596695547851,-0.280156627580465
"GSM8121906_athero_human_13.txt.gz","Plate_599s_K03","asymptomatic","vsmc","vsmc_S1",0.996717762281489,0.902088302173457,-0.38937602683448
"GSM8121906_athero_human_13.txt.gz","Plate_599s_K10","asymptomatic","vsmc","vsmc_S1",1.07438402837847,0.975562092246526,-0.216346873619616
"GSM8121906_athero_human_13.txt.gz","Plate_599s_K16","asymptomatic","vsmc","vsmc_S1",0.823277389270608,0.753100668771167,0.0340928651625418
"GSM8121906_athero_human_13.txt.gz","Plate_599s_K18","asymptomatic","vsmc","vsmc_S1",0.969281774086396,0.817088544579991,-0.202897981836002
"GSM8121906_athero_human_13.txt.gz","Plate_599s_L14","asymptomatic","vsmc","vsmc_S1",0.746548110724244,0.723062901201112,-0.198612745873382
"GSM8121906_athero_human_13.txt.gz","Plate_599s_L21","asymptomatic","vsmc","vsmc_S1",1.25163475304789,1.14163794224913,-0.30063393718676
"GSM8121906_athero_human_13.txt.gz","Plate_599s_L23","asymptomatic","vsmc","vsmc_S1",0.909392605964202,0.799451818096106,-0.286240598543993
"GSM8121906_athero_human_13.txt.gz","Plate_599s_M14","asymptomatic","vsmc","vsmc_S1",0.824992896919057,0.509313006788625,-0.377700860427312
"GSM8121906_athero_human_13.txt.gz","Plate_599s_M15","asymptomatic","vsmc","vsmc_S1",1.21697864814093,1.09298617646942,-0.392521299448574
"GSM8121906_athero_human_13.txt.gz","Plate_599s_M19","asymptomatic","vsmc","vsmc_S1",0.851532126560268,0.738907204966904,-0.362512345538395
"GSM8121906_athero_human_13.txt.gz","Plate_599s_M22","asymptomatic","vsmc","vsmc_S1",0.858580817582359,0.756157840893317,0.00742171552176239
"GSM8121906_athero_human_13.txt.gz","Plate_599s_M23","asymptomatic","vsmc","vsmc_S1",0.961984883898772,0.850036511867855,-0.160677358394397
"GSM8121906_athero_human_13.txt.gz","Plate_599s_M24","asymptomatic","vsmc","vsmc_S1",0.781985225319258,0.698084577129376,-0.287953241243899
"GSM8121906_athero_human_13.txt.gz","Plate_599s_N09","asymptomatic","vsmc","vsmc_S1",0.878296429744135,0.732379889257932,-0.0152731129344023
"GSM8121906_athero_human_13.txt.gz","Plate_599s_N10","asymptomatic","vsmc","vsmc_S1",0.449510037705022,0.420569776060202,-0.0829828913738618
"GSM8121906_athero_human_13.txt.gz","Plate_599s_N15","asymptomatic","vsmc","vsmc_S1",1.05155117983306,0.866467284788749,-0.0547537145319408
"GSM8121906_athero_human_13.txt.gz","Plate_599s_N19","asymptomatic","vsmc","vsmc_S1",1.02061884495394,0.918138297765247,-0.279728997940267
